# BEAST v1.7.5
# Generated Fri Jan 09 12:33:39 CST 2015 [seed=1420828418763]
state	posterior	prior	likelihood	treeModel.rootHeight	logistic.popSize	logistic.growthRate	logistic.t50	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	treeLikelihood
0	-8349.650052565297	-898.9488386753972	-7450.7012138899	5.649868305206232	20.0	0.05	5.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.0050	-7450.7012138899
50000	-6095.96969256897	-1468.3186428294498	-4627.651049739519	6.459268913125891	1305.5763586285423	0.40552923730266754	0.09574333865427756	6.030249603476943	0.33220149900309054	0.21063165301803244	0.20476040423970368	0.25240644373917354	3.397400142941671E-4	-4627.651049739519
100000	-5931.42250330311	-1696.7716803453468	-4234.650822957763	13.65156664132236	18435.424869111426	0.434797720067466	0.07702514524778775	9.213775076662333	0.3677581823194586	0.17458499319390786	0.22211071644531014	0.2355461080413237	1.3634766743761704E-4	-4234.650822957763
150000	-5670.569490644227	-1697.694899058472	-3972.874591585755	13.977143163369949	29320.04975123479	0.5479713693316703	0.08996184234065688	8.963576978197693	0.36519618998274017	0.18298904851022182	0.21907263714007014	0.23274212436696834	8.830064218455611E-5	-3972.874591585755
200000	-5506.997276928428	-1676.9425514100858	-3830.054725518342	12.758864694910951	44261.20973105795	0.5120292585273749	0.03740867224691999	8.015480506128789	0.3635100257745944	0.17706232588486567	0.2151989688963741	0.24422867944416632	9.98230471195268E-5	-3830.054725518342
250000	-5460.931664085913	-1705.32019319407	-3755.6114708918435	13.59184631081457	245656.79319713285	0.6703983313867958	0.021775751618553763	9.363414726459071	0.36290299140772225	0.18504947575566472	0.21540978430934551	0.2366377485272681	6.79083798211718E-5	-3755.6114708918435
300000	-5412.617248539136	-1681.8334942842807	-3730.783754254855	13.09275780889287	33461.88333855012	0.7353384156686202	0.15071692879282833	10.013119368224244	0.3632766252970676	0.18190086512373335	0.21758235284279545	0.23724015673640425	6.984877959136526E-5	-3730.783754254855
350000	-5352.257862939505	-1662.8733463474482	-3689.3845165920566	11.089898390226756	12948.889899068758	0.6678781618316609	0.21019322722072512	6.860355980810418	0.36613851495292554	0.1922059731069354	0.21606434288215667	0.2255911690579831	6.679990340365972E-5	-3689.3845165920566
400000	-5343.248150164673	-1660.200830758742	-3683.0473194059305	11.131047736431855	44778.01083582343	0.7082877873119184	0.06652389983204972	8.034976247900312	0.3439647270316458	0.18574355869410547	0.2158203228638695	0.2544713914103798	7.334795423465677E-5	-3683.0473194059305
450000	-5322.637498458063	-1645.2395672231648	-3677.3979312348984	12.16185260666264	37703.9137284026	0.636156536466103	0.03806920797153143	8.768349076560453	0.36792448832750185	0.1871230879889874	0.20581974564789038	0.23913267803562074	8.339118783786858E-5	-3677.3979312348984
500000	-5394.325115073996	-1731.624884559565	-3662.7002305144306	15.530009630303654	90711.60540880912	0.4227010584802344	0.029451284940609855	13.864176654749073	0.35159946834778316	0.1730646150072718	0.23146211277694467	0.24387380386800062	6.352669675789066E-5	-3662.7002305144306
550000	-5411.084927640793	-1755.5019444035204	-3655.582983237272	18.52862867466596	52709.86004186874	0.32671802699621444	0.042377009581468096	8.081444380720654	0.35923824709522983	0.17678303992343158	0.21953602206823394	0.24444269091310483	5.246728398570679E-5	-3655.582983237272
600000	-5454.068463036801	-1799.2841286547807	-3654.7843343820205	22.051333958837006	49024.655449903476	0.2514614525242924	0.04133479810389327	13.106294742158058	0.35234361986577983	0.1850675748636132	0.2235933402861752	0.23899546498443217	5.845143942182844E-5	-3654.7843343820205
650000	-5365.9217845580115	-1704.3722187024687	-3661.5495658555424	16.277167463431258	1119227.4953435778	0.3271195338174857	9.978515077397976E-4	11.364656284059455	0.3719609751747558	0.17398787472439003	0.19921815261856554	0.2548329974822891	7.646688419122077E-5	-3661.5495658555424
700000	-5361.314474615455	-1704.6359383033323	-3656.6785363121226	15.00445409918709	3.472583516936656E7	0.3783313135103803	4.01242424075252E-5	9.97081077850874	0.33907174275775237	0.18087774763646577	0.2303022460459205	0.24974826355986196	5.76417798191578E-5	-3656.6785363121226
750000	-5395.592628716341	-1737.0621368471077	-3658.530491869233	14.551572587818239	1.7907163507210883E8	0.48859028865025933	1.8583979773566645E-5	8.842796957452322	0.3466550031015614	0.18104580897646103	0.2381835291207651	0.23411565880121302	5.029359212655195E-5	-3658.530491869233
800000	-5373.684281145732	-1719.0240299312159	-3654.6602512145164	15.602382029659283	4.351483915965734E8	0.4254847278167395	5.150705389587463E-6	8.097559432072163	0.36955855883557126	0.18766403615097402	0.21083808244004862	0.23193932257340655	6.073059437931649E-5	-3654.6602512145164
850000	-5266.836123539842	-1610.703036219354	-3656.133087320489	11.069733538047144	3.080124059222532E7	0.4899354476470701	2.0897629223604603E-5	12.460777484836003	0.3506245239156994	0.16471240188540326	0.22634984000116348	0.25831323419773444	1.0495458773718318E-4	-3656.133087320489
900000	-5179.379843345163	-1532.056146888562	-3647.323696456601	11.88710623058736	2.9341406579833765E7	0.40542502799871594	8.293200336860518E-6	7.795100041705164	0.35655154038307885	0.17770694506539578	0.2170906807634448	0.24865083378808123	1.3050613785489868E-4	-3647.323696456601
950000	-5317.184298059703	-1649.5597319158883	-3667.624566143815	15.775776683847239	3995482.2569384445	0.2655845816587661	1.3411036586415289E-4	10.943458108062677	0.33981410352736907	0.19811156017574066	0.2045719164666046	0.25750241983028616	8.3107690082208E-5	-3667.624566143815
1000000	-5347.39152064954	-1698.126060573357	-3649.265460076183	21.899086579900043	1.1004800516403592E8	0.1891140576579058	6.18811713606518E-6	8.362988542591598	0.36098148047576606	0.17442926343270992	0.21585541429688024	0.24873384179464433	8.100515484003023E-5	-3649.265460076183
1050000	-5367.910917362509	-1713.381680877461	-3654.529236485048	27.61779840208533	1.9424020293476665E8	0.11954559019545075	2.9754882345716905E-6	10.549796129581967	0.3486088460242522	0.17747312299990317	0.21330126799682148	0.2606167629790236	7.330174357347906E-5	-3654.529236485048
1100000	-5389.17317895246	-1747.2468154647324	-3641.9263634877275	20.62434778200201	2.2233990404219812E8	0.24940168131886375	6.022566942978856E-6	10.369287071707825	0.35777859994290734	0.18005911055104726	0.21812926083031617	0.24403302867572954	6.339812810280892E-5	-3641.9263634877275
1150000	-5493.57786371955	-1856.542793864364	-3637.0350698551856	25.901223014719054	1.7808367108810157E7	0.2504108724466467	2.819376143754619E-4	8.799543427731935	0.35547979147545294	0.1879898614525912	0.21455353007400707	0.24197681699794896	4.355044573557905E-5	-3637.0350698551856
1200000	-5549.941367445586	-1905.5385082463267	-3644.40285919926	33.04887186737225	4.552420898823823E7	0.23010654588956725	2.137514950156126E-4	8.38525218678169	0.3645356530962908	0.1793998186598877	0.2036426324430333	0.2524218958007883	2.9352553301876514E-5	-3644.40285919926
1250000	-5716.734182935466	-2054.865968524945	-3661.868214410521	68.7546636246112	1.1018711664636604E8	0.0855873480415894	1.352939347076523E-4	11.980042691856742	0.362498377164393	0.19742438334831594	0.20191932283017236	0.2381579166571187	2.1215254151880564E-5	-3661.868214410521
1300000	-5612.50725276951	-1972.2465367200605	-3640.26071604945	53.09273180540556	1.5529646860074553E8	0.0752446573620087	3.7716293952563865E-5	10.192402205763758	0.36804973699514587	0.16942212725100458	0.23424717097252518	0.2282809647813242	2.6303758742852132E-5	-3640.26071604945
