# BEAST v1.7.5
# Generated Mon Jan 12 14:36:24 CST 2015 [seed=1421094984155]
state	posterior	prior	likelihood	treeModel.rootHeight	logistic.popSize	logistic.growthRate	logistic.t50	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	treeLikelihood
0	-3655.5287702007654	-245.26812766230788	-3410.2606425384574	19.77805543503336	20.0	0.05	5.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.0050	-3410.2606425384574
50000	-2563.8539427442342	-157.17075124106412	-2406.6831915031703	1.3013530997931904	3059.0307542641835	0.016142656083986795	2.3502915932685573E-4	23.8271158446707	0.2717092326268014	0.2272703442843694	0.2410773800705853	0.259943043018244	0.0020520519157393616	-2406.6831915031703
100000	-2498.0719624039634	-102.32148120068925	-2395.7504812032744	0.6728470129583447	71.97575157332399	0.03391479244469098	0.004266844941708364	10.010057321235166	0.2984830122752015	0.20894613705466078	0.22803580109623622	0.26453504957390145	0.003639542375455081	-2395.7504812032744
150000	-2410.3381141489904	-15.684917689266108	-2394.6531964597243	0.393681373364748	242.06840850231828	0.28382286949853897	2.6782531441444323E-4	22.126839972761175	0.29784104142997564	0.20256865103545976	0.23469666192203764	0.26489364561252704	0.007811664250039885	-2394.6531964597243
200000	-2394.258057674298	-3.111216220270384	-2391.1468414540277	0.37724603728296185	383.523515565477	0.07819106239772733	1.4865498917966745E-4	6.265608957384697	0.327562317421047	0.1951297691502002	0.233138006835138	0.24416990659361487	0.007632495264061092	-2391.1468414540277
250000	-2409.0767434231307	-22.300536756208544	-2386.776206666922	0.32638237075274407	1000.3423906360964	0.1975986464547157	7.603381911943418E-5	12.417228634524331	0.3278515432011462	0.18873720972398533	0.21214187570628007	0.27126937136858864	0.008515120571086589	-2386.776206666922
300000	-2413.1364241383944	-19.705134417625082	-2393.431289720769	0.3345825039547904	320.97061414773293	0.02078340315759153	1.8273194152021693E-4	9.595971723076744	0.33152273804208715	0.19233385348933005	0.21442544330223848	0.2617179651663444	0.007072649932638691	-2393.431289720769
350000	-2416.7027807483073	-19.129982403242337	-2397.572798345065	0.4965475200125018	16.025232271790543	0.1148162923118452	0.00482987502316659	9.971915752503529	0.31731974750634184	0.1945494256460327	0.23349294672919854	0.254637880118427	0.006564594187212037	-2397.572798345065
400000	-2397.6967724746114	-2.287788652139224	-2395.4089838224722	0.46090492799077115	1.9530245810169058	0.1394406391921026	0.036487718885319036	6.975145034709445	0.3198699504655071	0.16064721111026706	0.24436162608153902	0.2751212123426869	0.008548237555953402	-2395.4089838224722
450000	-2394.001554555081	-11.193688472717493	-2382.8078660823635	0.2922425868795606	3.247136430464318	0.06299163828116927	0.01883890835769644	11.636022743099753	0.3333072695593316	0.18516941284534028	0.21916938994725313	0.26235392764807497	0.0075749107937443235	-2382.8078660823635
500000	-2406.710703771357	-19.17623566031196	-2387.534468111045	0.4659831910781822	0.5247695464965312	0.20201146589547303	0.7588703270705928	11.92692289022832	0.3405211172810909	0.19175922569951567	0.21577126837587887	0.2519483886435147	0.008107722646447931	-2387.534468111045
550000	-2453.103300107346	-53.64440869048823	-2399.458891416858	0.5533142349510307	2.735724512415299	0.3663095634912239	0.05712331352594647	4.852802675332657	0.30102257106279356	0.18978790232744178	0.2351641075110546	0.2740254190987103	0.0052081449119264645	-2399.458891416858
600000	-2420.537312227046	-28.238790499007944	-2392.2985217280384	0.3911720098686391	2.45498411926481	0.019667083443037914	0.044833731618810664	8.80538648171502	0.30281004913248094	0.18972580841066766	0.23521285197662253	0.27225129048022917	0.007199242931373937	-2392.2985217280384
650000	-2435.107635188816	-49.25106465337459	-2385.8565705354413	0.47534959915014474	5.443725314810372	0.06013857739469608	0.023052608991425416	14.691836943851495	0.3137988969589032	0.18674385334356408	0.2450437707928398	0.2544134789046933	0.004781856942210725	-2385.8565705354413
700000	-2441.0229787547964	-51.32363712225187	-2389.6993416325445	0.5082133930213665	30.441576764373664	0.0530690449929756	0.0034104486312713355	6.326068692053956	0.32662382633453696	0.19421606644553202	0.21051452736905318	0.2686455798508781	0.005835358354116817	-2389.6993416325445
750000	-2464.4207309553663	-72.80624106341922	-2391.614489891947	0.7303416047289362	1112.7494830594344	0.018194959723633275	1.663974755317872E-4	10.49599350535274	0.312634424165085	0.18180419699835806	0.23442249679052476	0.27113888204603226	0.004494031067697928	-2391.614489891947
800000	-2482.75748829387	-93.95670163256918	-2388.800786661301	0.658929530067732	706.2032440982965	0.21851540446918882	2.5445721863553836E-4	5.319210630750642	0.3114540678782126	0.1873840526056738	0.2353386564628121	0.26582322305330175	0.004578087193095118	-2388.800786661301
850000	-2458.5565176120526	-59.612086406018186	-2398.9444312060346	0.514820154056402	2.0211483642413435	0.24265033529262192	0.10984986619063321	8.383871324618609	0.30506735041013955	0.20521846531692087	0.23173936661698433	0.25797481765595537	0.0041684800061654115	-2398.9444312060346
900000	-2423.4755851662103	-35.64922273242629	-2387.826362433784	0.33835102531176003	0.4837137521257502	0.29420213954111185	8.436895562875534	10.380564167514109	0.324513342693968	0.1892089210527536	0.21587892120099625	0.27039881505228225	0.005607366098514805	-2387.826362433784
950000	-2436.7192902171114	-38.75516344885057	-2397.964126768261	0.5230778611835739	1.06389610304045	0.12428280449959783	0.2103992211467674	8.704682047044933	0.32311389448179534	0.18626762479239034	0.22103145587766834	0.26958702484814623	0.005686016885682741	-2397.964126768261
