# BEAST v1.7.5
# Generated Wed Jun 17 19:36:04 CDT 2015 [seed=1434587763761]
state	posterior	prior	likelihood	treeModel.rootHeight	logistic.popSize	logistic.growthRate	logistic.t50	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	treeLikelihood	coalescent
0	-7676.765797461062	-247.0983418421861	-7429.6674556188755	1.3040035623712276	0.8	8.0E-4	1.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	0.0050	-7429.6674556188755	-238.62837590289965
50000	-4829.175355903693	-501.82895601168474	-4327.346399892009	0.22733473481245917	16.204641324740813	25.87174643812819	0.01749400973087992	5.475388743958177	0.31036878017496106	0.2067989215048631	0.2347003384751168	0.2481319598450591	0.06137436431584257	0.012369421885915432	-4327.346399892009	-490.6630839485838
100000	-4446.360547136451	-480.76210341057117	-3965.5984437258794	0.26336623029107925	123.48393245131662	23.394223730907182	0.0019319733464529913	6.996001588758225	0.36431411579644746	0.16489096368296383	0.20611958168132818	0.26467533883926053	0.03404773057545162	0.008763181363084885	-3965.5984437258794	-469.9421885216806
150000	-4278.188368960901	-407.6480520496493	-3870.540316911252	0.2552841380407075	15.158630121070177	17.16606917419623	0.00684616102291528	10.654048490295525	0.34988073090374294	0.17934954336973835	0.21343182839993458	0.257337897326584	0.10362717900157822	0.010229693076111834	-3870.540316911252	-397.3254286241855
200000	-4213.207322032695	-401.77340438498965	-3811.433917647705	0.2788075267763995	52.76272909042902	16.702944214444273	0.0020551810616382194	8.236427541175539	0.34218080182919536	0.18655092729781067	0.2345853060087692	0.2366829648642247	0.034427137286884096	0.009958108811758008	-3811.433917647705	-392.06933784345
250000	-4091.918972899939	-362.9032789575828	-3729.0156939423564	0.26260429275605973	153.398021824379	9.676552057012096	4.2250094742335545E-4	8.956256324346013	0.36676190322188773	0.1832471586978354	0.21170014358710307	0.23829079449317392	0.007763101542724096	0.009618463339872459	-3729.0156939423564	-354.4182254599807
300000	-4039.9336579613455	-339.7434058946777	-3700.1902520666677	0.21731673260411183	118.51537080379693	18.751292151940596	6.177974014491747E-4	7.95008469121291	0.35290116595392307	0.18501710609402638	0.2189694314399632	0.24311229651208727	0.059067522094243805	0.009597531941566062	-3700.1902520666677	-330.15269910003497
350000	-3975.7716586638744	-310.75433321227473	-3665.0173254516	0.18320427571166245	118.16027922699217	25.463129681583663	6.005542137547641E-4	11.87152632551711	0.3659987139780755	0.17932071650684298	0.2020086428033641	0.2526719267117175	0.08182043998484691	0.010333579268198072	-3665.0173254516	-299.5697239516113
400000	-3981.8016313472795	-341.40608212923587	-3640.3955492180435	0.20488846260703236	202.63575652773554	29.21061641454253	5.049860695747583E-4	7.231980728444607	0.37681022679895015	0.16965789053684854	0.21300725720470182	0.24052462545949962	0.6518778961169001	0.009104045566609384	-3640.3955492180435	-329.27935343446893
450000	-3938.963608134196	-295.8926438008696	-3643.070964333326	0.16340783383690707	371.60103779174983	20.116858391209213	1.304914669437131E-4	9.98818582100767	0.3580577279928573	0.1813625073620491	0.21472639196345467	0.24585337268163884	0.42631523468988836	0.011082651751103274	-3643.070964333326	-285.27617622007836
500000	-3856.870845853436	-221.6243513574294	-3635.2464944960066	0.1671569212999387	615.1483693366728	11.983482610707677	4.3652602468709695E-5	9.56710993613861	0.3727563514735781	0.18648282773245237	0.20554485305171066	0.23521596774225859	0.20447678389187623	0.013054587108919788	-3635.2464944960066	-212.88228181949412
550000	-3856.734506050409	-228.79786726529443	-3627.9366387851146	0.1548246421352479	749.9878410983146	24.49069626423579	5.422244115442065E-5	12.208610430409589	0.36125635819381063	0.1703953007000247	0.21686967908584437	0.2514786620203199	0.22608852508521438	0.010274887602752225	-3627.9366387851146	-217.83639607103143
600000	-3938.6547586922843	-290.6258290511453	-3648.028929641139	0.19609927235591762	3292.9718273633243	14.788559983869593	1.4901975065322465E-5	8.083529752224177	0.3597991825674182	0.18737788669067137	0.22623620781432552	0.2265867229275843	0.37620041857706554	0.0092653710630729	-3648.028929641139	-281.18956913919544
650000	-3844.112013038157	-212.26619488768802	-3631.845818150469	0.1651335514817751	1558.5049214044984	24.877994825526056	2.103268254208434E-5	9.397267940034792	0.3495780345253942	0.1817225694722982	0.22295518408081735	0.24574421192148946	0.584912153365448	0.013507613053099991	-3631.845818150469	-201.07523159921197
700000	-3824.6260736287704	-192.5060282394636	-3632.1200453893066	0.19655957780394528	118.56455336813801	15.27733818165532	2.054893110294054E-4	8.840188426526403	0.3640649479777255	0.1742585669582177	0.22467878398492772	0.2369977010791284	0.4517917605275665	0.015013266662448049	-3632.1200453893066	-183.0278184217872
750000	-3825.8981789509207	-189.97793984562685	-3635.920239105294	0.1478409945816009	256.11230954390317	19.65253566512307	1.0212951355080739E-4	8.274883069959323	0.3523084130363994	0.17836396680832747	0.2208896187502274	0.24843800140504477	0.15989782602663252	0.012108236100134088	-3635.920239105294	-180.73036742127653
800000	-3814.1775461604993	-177.29770128519888	-3636.8798448753005	0.2051663675615448	169.33753527176637	2.106267510916326	1.0904891734523542E-4	10.895103981272516	0.363293256310456	0.18493430791364804	0.20472590018203796	0.24704653559385714	0.17384551006031734	0.013026565579413027	-3636.8798448753005	-169.86413888975602
850000	-3803.8063756097627	-169.2608645587518	-3634.545511051011	0.1864406329754312	113.83309063313237	7.0588005661151225	1.6060857594440986E-4	8.278892046525506	0.353204010712264	0.17866899595614583	0.22396756412675572	0.2441594292048336	0.2399048879270718	0.01388297048902253	-3634.545511051011	-161.57859468577357
900000	-3844.6360602582918	-215.4295721866206	-3629.206488071671	0.1980995479462686	145.29165869667142	8.490026252448613	1.798537371520924E-4	10.023891042047756	0.3659196809699942	0.18545391038225228	0.21903777388867665	0.2295886347590761	0.2613398324497701	0.01228286215484207	-3629.206488071671	-206.96133757396143
950000	-3823.71235958896	-182.90100946795354	-3640.811350121007	0.2528329521340899	682.1580979666145	4.107443377340386	2.9089071057124725E-5	8.381776696105272	0.35158251840929605	0.1911242703073254	0.22374811622455754	0.23354509505882023	0.19384979046500633	0.014245453280197011	-3640.811350121007	-175.55882546972396
1000000	-3802.945445606158	-163.73059512644573	-3639.2148504797124	0.15147810206456033	226.6832672007135	12.716910566533215	1.0174839551643956E-4	6.059386450431073	0.3523936042921825	0.17296267118166378	0.23224406372481643	0.24239966080133643	0.37431339621201903	0.014748751425734497	-3639.2148504797124	-155.33852798004838
1050000	-3777.515218103779	-149.01967391500116	-3628.495544188778	0.20961993089583425	1436.1385620821209	1.2978863805889653	1.0797123630502452E-5	12.599708698129286	0.3671058105963223	0.16280533257753488	0.22212471589469512	0.24796414093144686	0.2995074180796221	0.01356375106311751	-3628.495544188778	-141.2721821396388
1100000	-3805.1102037917594	-169.3817107304293	-3635.72849306133	0.2049194503412979	231.83693959933004	2.7017359173454474	7.756496750727432E-5	9.84194708807357	0.3505568949237163	0.17822975681950573	0.22894682781666378	0.24226652044011365	0.26167022402362805	0.015273584082294333	-3635.72849306133	-161.81694727074083
1150000	-3880.0771964465384	-241.83635895262628	-3638.2408374939123	0.2015034724958609	4072.402919539578	5.827790342322189	6.52428182831639E-6	14.359068427726209	0.34267696119085234	0.2030599554477631	0.2191117014942026	0.23515138186718132	0.3202800770762863	0.013174118073602841	-3638.2408374939123	-232.83107977770842
1200000	-3887.3295825673545	-247.07629571121092	-3640.2532868561434	0.21826117397528547	1051.5879343642675	17.749301443102144	3.398147881935796E-5	8.225717234157221	0.3537034405665762	0.18330119479060072	0.21142930448369748	0.25156606015912475	0.04953245345778086	0.011270663078730097	-3640.2532868561434	-238.08378918609827
1250000	-3909.515825472688	-273.31160217097823	-3636.2042233017096	0.1643479118510619	387.1026423775781	25.709767250756364	1.3201958936799203E-4	7.505049154569986	0.3617047591215858	0.19142529793871793	0.22160542951595782	0.22526451342373766	0.07979113615166823	0.008612503428974318	-3636.2042233017096	-263.3070235549297
1300000	-3871.9525623376817	-232.15149027331546	-3639.801072064366	0.16584003011734405	928.0102958268852	20.57971623037548	3.8072815341008824E-5	9.890388646521586	0.35773404904946215	0.16286412259133298	0.22810142193738206	0.25130040642182194	0.1617530600712542	0.010611946648227698	-3639.801072064366	-222.30038220224284
1350000	-3894.546872589432	-244.47705062367353	-3650.0698219657584	0.19703669778913754	2482.266627022797	16.966583203921665	1.4020929807330432E-5	14.091790566668305	0.3432321771636342	0.18338020175205355	0.21258564745438474	0.26080197362992663	0.25940906735877134	0.011439977968164287	-3650.0698219657584	-234.14620537493096
1400000	-3888.1492401802057	-247.15994730580377	-3640.989292874402	0.2881912773739115	1649.025303667204	9.880848254472998	2.1327924852425913E-5	7.066236851869467	0.3427880327973653	0.17895866066371827	0.22167991732075404	0.2565733892181614	0.35141683266125695	0.0094453206386362	-3640.989292874402	-238.8492186629216
1450000	-3869.4449748855286	-234.43426099065687	-3635.010713894872	0.18798421756405181	1387.7538548287287	19.435640270965152	2.5289543046414827E-5	9.05204072611047	0.3688111364914721	0.16827041509665303	0.21275970322249185	0.2501587451893821	0.27208685099173874	0.012813146688257506	-3635.010713894872	-224.55722678176124
1500000	-3858.1531228576487	-198.23982108858485	-3659.9133017690638	0.1467022699430412	22364.542084886623	28.042295424477402	1.763821683123806E-6	6.547017407066725	0.34174302943025264	0.1963363707636472	0.21695706148218294	0.2449635383239164	0.07148740450859789	0.014661693117977149	-3659.9133017690638	-188.05623027929488
1550000	-3866.382562323427	-211.9407718121397	-3654.4417905112873	0.19107694023682092	15845.29845764912	13.579723635856933	1.7069056286145745E-6	11.743291025168583	0.35928058080111464	0.17148037738502606	0.22547393849332442	0.24376510332053408	0.2058224037283833	0.012676409690530948	-3654.4417905112873	-202.63487988546433
1600000	-3943.4207625664026	-278.858439301647	-3664.5623232647554	0.16993009137317772	68399.62488240212	12.036085167197752	6.170479099020046E-7	10.222552853164524	0.3748032880549963	0.17295880691189106	0.21151285721220237	0.2407250478209095	0.328445944912686	0.012639315497089371	-3664.5623232647554	-269.37380974249413
1650000	-3905.4653443797724	-247.70359499634122	-3657.7617493834314	0.20051597711492788	620648.1957221155	17.236285515899734	5.970641375327694E-8	6.367624214192511	0.3667721347474668	0.17265991594253854	0.22396742093006472	0.23660052837992904	0.18268356148741313	0.010957252611060364	-3657.7617493834314	-238.88669886101638
1700000	-3908.7900882462404	-253.55525866634773	-3655.234829579893	0.24111308409742496	1343011.1723155766	9.503055344376161	2.586368209662267E-8	12.867468177108972	0.34480451168313264	0.1758419828781943	0.22524968415059218	0.25410382128807996	0.09057231949170766	0.011239334649315614	-3655.234829579893	-244.6371731149145
1750000	-3914.8025530940063	-258.45554750311624	-3656.34700559089	0.3512223665876335	307211.10667792975	1.5094478121136055	1.0438212416319523E-7	10.28715223238832	0.3671595216358503	0.16042647625856596	0.2248107759645097	0.24760322614107338	0.21698631078806538	0.01249469925405073	-3656.34700559089	-250.67939078695238
1800000	-3901.140757143886	-261.80132187831896	-3639.339435265567	0.22395072095287186	72508.98125931283	16.80129065594968	5.669891116213296E-7	11.745555916946303	0.36096683559352843	0.17631000608826564	0.21602721927840343	0.2466959390398019	0.1439630589896605	0.009720460766586175	-3639.339435265567	-252.03554902614474
