# BEAST v1.7.5
# Generated Wed Jun 17 19:36:20 CDT 2015 [seed=1434587779316]
state	posterior	prior	likelihood	treeModel.rootHeight	logistic.popSize	logistic.growthRate	logistic.t50	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	treeLikelihood	coalescent
0	-18207.3766443704	-2345.96638061622	-15861.410263754182	33.69116358842384	20.0	0.02	1.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	0.0050	-15861.410263754182	-2337.3397682794066
50000	-12989.128949876862	-2264.3365888747353	-10724.792361002126	3.2329862112160117	152.24860253256028	3.8663318758803435	1.8825609680889985	10.445528336760566	0.32287782900890283	0.21182448801543535	0.21071162459586115	0.2545860583798008	0.18906277974524818	0.0039138123801882455	-10724.792361002126	-2240.8738860152557
100000	-12201.07594513868	-2193.2727058111604	-10007.80323932752	3.0157182051099705	110.08643625562566	6.242248202937073	2.021104927065109	10.706493825897606	0.3186898782656171	0.20858267543721004	0.21943105042844616	0.25329639586872693	0.2021714165031562	0.0029110612234373306	-10007.80323932752	-2163.688079261861
150000	-11830.21568673357	-2164.8029588438826	-9665.412727889689	3.001082634205109	97.38572291165202	7.482386389473784	2.07332089247595	12.741328548596963	0.3265102284779986	0.21483617116623627	0.19853929868275477	0.26011430167301053	0.23820938712585782	0.0026705652212700446	-9665.412727889689	-2131.4573907837143
200000	-11209.304798161986	-2119.2153195435876	-9090.089478618398	3.0466057136014135	72.32484729092522	6.527251295664119	2.0417078196219536	10.342337790109594	0.33832834805643675	0.19891572362333926	0.20582959524147487	0.25692633307874935	0.21576545007744433	0.002526387850824261	-9090.089478618398	-2089.49401829907
250000	-10845.13385416348	-2053.494858881572	-8791.638995281908	2.969389804327982	69.98956238042068	6.062546260533584	1.9434094737871812	10.034380132263363	0.3198885671519971	0.20842853387317087	0.20863761759379892	0.26304528138103334	0.21960416287222348	0.0024743604377951193	-8791.638995281908	-2025.298611570924
300000	-10625.985625827048	-1992.989834765746	-8632.995791061303	2.9258459735556763	45.28220620996919	7.385258438497818	2.0060976823107426	10.15357448548973	0.34781276745489653	0.1925145859556244	0.21489331660536617	0.24477932998411311	0.21850853340989598	0.002500219077970034	-8632.995791061303	-1961.34987875037
350000	-10425.83804790124	-1913.972960062734	-8511.865087838505	2.7229569901649042	43.33441034659931	7.043158779498969	1.9015244210827233	12.225084480109677	0.33222235993935484	0.20143322108983508	0.21700717183459922	0.24933724713621122	0.20843759577443605	0.0026990047054938674	-8511.865087838505	-1883.0136490219913
400000	-10189.305661476768	-1806.761589045985	-8382.544072430783	2.7044481415387884	35.24387114566896	6.5027875028229225	1.8145428316035823	11.94303336654018	0.3338920424809613	0.19403309448282738	0.20419672151271423	0.2678781415234974	0.27277706869471513	0.0029495176327598454	-8382.544072430783	-1777.4539888401187
450000	-10017.448993446727	-1698.5818769722255	-8318.867116474501	2.7320529299015752	32.50574963317229	5.209547207334263	1.7126715919593856	12.185690898645195	0.31623686002727747	0.20193319918057104	0.19624932306435947	0.2855806177277925	0.2641371676666471	0.003330327261930049	-8318.867116474501	-1673.014570285819
