# BEAST v1.7.5
# Generated Wed Jun 17 19:36:20 CDT 2015 [seed=1434587779198]
state	posterior	prior	likelihood	treeModel.rootHeight	logistic.popSize	logistic.growthRate	logistic.t50	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	treeLikelihood	coalescent
0	-12579.46003933947	-1730.5070896003692	-10848.952949739101	34.062078623297204	17.0	0.017	1.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	0.0050	-10848.952949739101	-1722.19773228368
50000	-9357.177687534271	-1574.3434653226454	-7782.834222211625	3.1188339957001183	520.8148824535211	3.6268945344440375	0.8571365965005585	9.359258614303156	0.3329434493306891	0.18710507314436003	0.2288081764584796	0.2511433010664711	0.18674386188767217	0.002724416873958659	-7782.834222211625	-1553.5306760015803
100000	-8862.543020123076	-1522.1378432378865	-7340.40517688519	2.8270755363602436	1605.8984880204298	4.963437060874581	0.7772245291383844	8.700430724398288	0.3349087062913777	0.18266347634076793	0.2234014866778596	0.2590263306899946	0.194913967900673	0.002472036647016378	-7340.40517688519	-1497.2310939355643
150000	-8527.854876309984	-1487.2811044145435	-7040.5737718954415	2.4823050277452525	210.18247931691556	5.614971542667449	1.179566068774548	9.678309043630366	0.32546594155949543	0.20194109053827905	0.2031755729576983	0.2694173949445271	0.17828011799853186	0.0024543388405043384	-7040.5737718954415	-1462.241385724455
200000	-8426.165919534902	-1472.1557867068093	-6954.0101328280925	2.498276550616757	125.66475757938589	7.655058353803712	1.3824856277775586	13.851296226081267	0.3225534030613142	0.19951519479149082	0.21415654754142832	0.26377485460576644	0.18388240562804467	0.002618938014847638	-6954.0101328280925	-1441.6838870075965
250000	-8326.830959895811	-1456.302042470714	-6870.5289174250975	2.454550122825469	73.70234360484918	8.42790656383109	1.4879867325524363	10.630945149492918	0.3216190204658284	0.1869896507934546	0.21311083410547071	0.2782804946352461	0.216917912589266	0.0025808919940229044	-6870.5289174250975	-1424.8539737228336
300000	-8179.331670394086	-1409.0240310223624	-6770.307639371724	2.1307077019409384	78.95371462816057	8.58297100946142	1.425576097127617	9.907956591084986	0.34410973270253076	0.18802484156003016	0.21184925198129975	0.25601617375613905	0.20399115028849066	0.002346692493180457	-6770.307639371724	-1377.4086566192445
350000	-8081.37653921603	-1351.7001347319556	-6729.676404484075	2.25041978341198	41.49240994351187	9.069348958285376	1.472902390420754	8.886420382839137	0.33903919878145367	0.19309930712883142	0.20826185314386178	0.2595996409458528	0.23127046740239343	0.0026918274777999757	-6729.676404484075	-1319.5027654975527
400000	-7964.715433276387	-1388.5046961541332	-6576.210737122254	2.2788412243759857	49.02083728457224	6.836530393162733	1.4310087508831966	9.671462275527535	0.3499378906129802	0.1962604273079194	0.2176555748980146	0.23614610718108556	0.24998018952824347	0.002557054442452997	-6576.210737122254	-1361.528240132906
450000	-7879.643452852754	-1316.5466296572902	-6563.096823195464	2.2232565913079014	40.166720346435504	8.22906264048212	1.4119522526355244	11.119342600967569	0.3347071787027355	0.18058975184646783	0.2211522001128367	0.2635508693379597	0.2675309946297404	0.0028905522456930404	-6563.096823195464	-1285.93943217795
500000	-7745.841465296524	-1226.2283071048664	-6519.613158191658	2.167710310573929	36.116746622495924	8.087914118713329	1.3489480238513412	9.511643826313852	0.32737979652447996	0.19671367201396878	0.21214901883486384	0.26375751262668734	0.3594047299213967	0.0033309311174110094	-6519.613158191658	-1196.0859514132576
550000	-7621.819548869191	-1166.448595827603	-6455.370953041588	2.072375393073997	35.731736923527436	6.985113052650537	1.2634091473592401	11.692922433338763	0.32023514652212726	0.1851306475338809	0.21597294518684015	0.2786612607571515	0.2742858725862149	0.003360518571107711	-6455.370953041588	-1138.8633784025044
600000	-7582.570197685437	-1144.90857433776	-6437.661623347677	2.128253952708725	21.92945079969887	7.158638635372725	1.3394760141424855	10.102041120080022	0.3398653474228279	0.1736485087191032	0.20979136976868287	0.2766947740893856	0.25891614078321795	0.0037279259369242686	-6437.661623347677	-1117.5349268402506
650000	-7481.1553370220045	-1084.2574591388516	-6396.897877883153	2.19007945136922	18.730974221878792	7.570907972753514	1.3067162364143412	9.886276466205164	0.34592045440378993	0.1995885912901523	0.20220412807231034	0.25228682623374693	0.24474912621226702	0.004065496937433942	-6396.897877883153	-1056.0320562829666
700000	-7384.815810987409	-1047.138153905822	-6337.677657081587	2.103766174321461	27.116716119583472	5.46865965187457	1.1230892984046668	10.842630441570499	0.3500308394861857	0.17979800228421305	0.2028606778031083	0.2673104804264925	0.2768062914982982	0.0038119101105034553	-6337.677657081587	-1023.6815666300056
750000	-7310.340039627945	-983.7153084154365	-6326.624731212508	2.0047795527817733	12.001301933318647	5.252052451865343	1.2693998583360926	10.035044365387623	0.340393540203086	0.1862406884475101	0.21167958908433998	0.2616861822650635	0.351007885808608	0.0048047694739593565	-6326.624731212508	-961.2651496176536
800000	-7255.264629835135	-940.6209359590903	-6314.643693876044	1.9828562634027158	10.666536474183872	7.71897065006731	1.3294328464554754	11.504579326254978	0.3253429876581538	0.19433342611139098	0.2104784026957296	0.26984518353472514	0.2522396432514309	0.004468792750633999	-6314.643693876044	-912.1689776931315
850000	-7170.105491983414	-900.7110516464483	-6269.394440336966	1.908491304976576	12.268531016346396	7.670824047190857	1.2515626105113686	15.028389471797908	0.3306166785285593	0.1926546736515179	0.2233623940942171	0.2533662537257053	0.26197215357157155	0.004632173736171426	-6269.394440336966	-871.7056195878441
900000	-7172.74447023947	-910.0310549266611	-6262.713415312808	1.9140610835345664	10.362589229348707	5.951226279907541	1.248617008036386	10.786236887515335	0.3373865889679824	0.19133726389382555	0.1991241377549121	0.2721520093832795	0.3204447527914034	0.004389273648474613	-6262.713415312808	-886.0191679422055
950000	-7148.180441537439	-895.6349748071848	-6252.545466730255	2.069097548156581	11.20016820590875	6.024818363697737	1.2342038352417553	9.521270338055109	0.3255952990919243	0.1906206983093175	0.2173005414237855	0.2664834611749723	0.3072574473434693	0.004841142121509616	-6252.545466730255	-871.544403116767
1000000	-7087.802714304881	-850.4393841928116	-6237.36333011207	1.9544991746528562	7.339262057708824	7.479569123475312	1.3751485982961404	10.601673578646164	0.3217504972601767	0.19576234363737705	0.21955729764086732	0.2629298614615786	0.3087469161697835	0.004721032721734608	-6237.36333011207	-822.891430695811
1050000	-7113.180861223615	-879.9278659466104	-6233.252995277004	1.9715674049008347	11.955338144511641	3.7241737159642065	1.10590358083741	9.446239475458356	0.33129566982659153	0.1886739584696867	0.21108773760876642	0.268942634094955	0.35287842256909524	0.005355240160894806	-6233.252995277004	-861.3721543431376
1100000	-7039.615594251691	-853.5380763987221	-6186.077517852968	1.8780044874736004	8.728088024893335	5.546472028593843	1.2324376101243328	13.740777372462261	0.3276033308272919	0.19184838170954113	0.21075432347199133	0.2697939639911752	0.47087271475435044	0.004954197455635407	-6186.077517852968	-829.8141570807378
1150000	-7036.308606983192	-818.9613937170486	-6217.347213266143	1.9065306677457772	8.561446743107808	6.080444860118789	1.2345705275125545	10.001508019872423	0.3209493064910054	0.2051283458417719	0.20156005256077	0.2723622951064523	0.3828536982504564	0.005650999284648605	-6217.347213266143	-794.6118137566284
1200000	-7064.985860055152	-868.0888853531004	-6196.896974702052	1.8859143268707779	11.439178556632207	6.207173844411236	1.1802773450214976	9.031731289255546	0.33107754902994	0.1893660662906364	0.198823753267753	0.2807326314116702	0.26790422089712257	0.004932990054889304	-6196.896974702052	-843.7236861370203
1250000	-7034.3544163244815	-838.1748855911062	-6196.179530733375	1.9042307348865855	9.62771854677841	6.657311590010295	1.2309129245459947	11.652067520977443	0.32249784593160646	0.19399216633851146	0.22212368282149986	0.2613863049083819	0.3564035932216717	0.005148746165517257	-6196.179530733375	-812.1434484926073
1300000	-7092.225311432872	-896.5593677569068	-6195.6659436759655	1.8565804154554852	12.205736547904845	6.296055016517418	1.234686994977088	9.905418703654286	0.32122049726487006	0.19224560221060952	0.22904201684901948	0.2574918836755005	0.3257851687107038	0.0048343441919222905	-6195.6659436759655	-871.6064734121322
1350000	-7131.926456475058	-943.686151034075	-6188.240305440983	2.1357667664107303	13.539273537201932	5.282075150261431	1.2112380198186352	10.413917825843475	0.31680567561897216	0.19056934572520823	0.21469546834776068	0.27792951030805857	0.4805059456118596	0.00448039811791417	-6188.240305440983	-920.817223697978
1400000	-7139.220113391947	-961.1884254990808	-6178.031687892866	2.066571210948466	11.548761005975578	4.982775769058433	1.3209527138077517	11.40255082691637	0.3226294937044805	0.19261045277791275	0.22093044512419563	0.26382960839341063	0.38177734617092923	0.004482747559305359	-6178.031687892866	-939.154655415636
1450000	-7194.29821055933	-1015.2946364488968	-6179.003574110433	2.144143775985332	12.048662510186537	6.240677974767535	1.3475383239856262	10.86260495615438	0.3017559829964199	0.190762857107097	0.20871277485935796	0.29876838503712483	0.36047000591592765	0.0043228867632762675	-6179.003574110433	-990.2775057802393
1500000	-7160.624696357866	-1003.1000358355217	-6157.524660522345	2.0371587712467414	11.496527953519559	5.075813801211797	1.3687628436270816	11.180732677179181	0.3355251766971447	0.19135737899728153	0.20414401518066738	0.2689734291249059	0.38426544846995436	0.0038487064520912346	-6157.524660522345	-980.9761612181028
1550000	-7118.531985641897	-971.4204449493604	-6147.111540692537	2.1771332145251194	12.338459644367813	5.224327013805928	1.256549186766108	10.243420901460802	0.314693545854109	0.20107664984850154	0.2184405562667164	0.26578924803067266	0.2974273061360198	0.004468248059993919	-6147.111540692537	-949.1516211526196
1600000	-7093.27210127105	-931.3079698237736	-6161.9641314472765	2.1090461161371543	18.084569658925602	4.068670130434583	1.040063006154579	11.982228466414362	0.3419295038938287	0.1862482837606407	0.22129740928693545	0.2505248030585949	0.3214024902982325	0.00437030472641323	-6161.9641314472765	-911.3585419010624
1650000	-7038.611796692026	-865.6650234206876	-6172.946773271338	2.019313405310768	12.86058792715069	6.59572923175165	1.1961130115625884	14.973951448872686	0.3260958549647354	0.20266441079993675	0.20450603121254407	0.26673370302278343	0.37303504509510205	0.005382897392994596	-6172.946773271338	-838.9510787596462
1700000	-7025.483826025181	-873.7708459682723	-6151.712980056908	1.9734656822885481	9.237998056832435	5.868173694870369	1.2967253976806978	10.296320530012304	0.32029954129794347	0.18474456276228746	0.22160462429840636	0.27335127164136236	0.3901368185790405	0.004834442386236272	-6151.712980056908	-849.8928541060721
